CBE,a_sure_stronghold_our_god_is_he,"Chorale Book for England, The",1863,Non-Archaic,"A sure stronghold our God is He,

A trusty shield and weapon;

Our help He'll be and set us free

From ev'ry ill can happen.

That old malicious foe

Means us deadly woe;

Arm'd with might from hell

And deepest craft as well,

On earth is not his fellow.


Through our own force we nothing can,

Straight were we lost for ever;

But for us fights the proper Man,

By God sent to deliver.

Ask ye who this may be?

Jesus Christ is He,

Of Sabaoth Lord,

Sole God to be adored--

'T is He must win the battle.


And were the world with devils fill'd,

All eager to devour us,

Our souls to fear should little yield,

They cannot overpower us.

Their dreaded Prince no more

Harms us as of yore;

Look grim as he may,

Doom'd is his ancient sway,

A word can overthrow him.


Still shall they leave that Word His might,

And yet no thanks shall merit;

Still is He with us in the fight

By His good gifts and Spirit.

E'en should they take our life,

Wealth, name, child, or wife--

Though all these be gone,

Yet nothing have they won,

God's kingdom ours abideth!


"
LG,a_sure_stronghold_our_god_is_he,Lyra Germanica: The Christian Year,1861,,"A sure stronghold our God is He,

A trusty shield and weapon;

Our help He'll be and set us free

From every ill can happen.

That old malicious foe

Intends us deadly woe;

Armed with the strength of hell

And deepest craft as well,

On earth is not his fellow.


183

Through our own force we nothing can,

Straight were we lost forever;

But for us fights the proper Man,

By God sent to deliver.

Ask ye who this may be?

Christ Jesus named is He,

Of Sabaoth the Lord;

Sole God to be adored;

'Tis he must win the battle.


And were the world with devils filled,

All eager to devour us,

Our souls to fear should little yield,

They cannot overpower us.

Their dreaded Prince no more

Can harm us as of yore;

Look grim as e'er he may,

Doomed is his ancient sway;

A word can overthrow him.


Still shall they leave that Word His might,

And yet no thanks shall merit;

Still is He with us in the fight,

By His good gifts and Spirit.

E'en should they take our life,

Goods, honour, children, wife--

Though all of these be gone,

Yet nothing have they won,

God's kingdom ours abideth!


"
HAGA1895,a_voice_upon_the_midnight_air,The Hymnal: published by the Authority of the General Assembly of the Presbyterian Church in the U.S.A.,1895,Gender Neutral,"1 A voice upon the midnight air,

Where Kedron's moonlit waters stray,

Weeps forth in agony of prayer,

""O Father, take this cup away.""


 Ah! Thou who sorrowest unto death,

We conquer in Thy mortal fray;

And earth for all her children saith,

""O God, take not this cup away.""


 O Lord of sorrow, meekly die:

Thou'lt heal or hallow all our woe;

Thy Name refresh the mourner's sigh,

Thy peace revive the faint and low.


 Great Chief of faithful souls, arise:

None else can lead the martyr-band,

Who teach the brave how peril flies,

When faith, unarmed, lifts up the hand.


 O King of earth, the cross ascend;

O'er climes and ages 'tis Thy throne:

Where'er Thy fading eye may bend,

The desert blooms, and is Thine own.


 Thy parting blessing, Lord, we pray:

Make but one fold below, above;

And when we go the last lone way,

O give the welcome of Thy love.


Amen.

"
BHPPD866,a_voice_upon_the_midnight_air,A Book of Hymns for Public and Private Devotion (15th ed.),1866,Gender Neutral,"A voice upon the midnight air,

Where Kedron's moonlit waters stray,

Weeps forth in agony of prayer,

O Father, take this cup away!

Ah, thou who sorrowst unto death,

We conquer in thy mortal fray;

And earth for all her children saith,

O God, take not this cup away!

O Lord of sorrow, meekly die;

Thou lt heal or hallow all our woe;

Thy peace shall still the mourner's sigh;

Thy strength shall raise the faint and low.

Great chief of faithful souls, arise;

None else can lead the martyr band,

Who teach the soul how peril flies,

When faith, unarmed, uplifts the hand.

O King of earth, the cross ascend;

O'er climes and ages 'tis thy throne;

Where'er thy fading eye may bend,

The desert blooms and is thine own.

Thy parting blessing, Lord, we pray;

Make but one fold below, above;

And when we go the last, lone way,

O, give the welcome of thy love.

"
EH1916,above_the_clear_blue_sky,The Hymnal: as authorized and approved by the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1916,1916,Gender Neutral,"Above the clear blue sky,

In heaven's bright abode,

The angel host on high

Sing praises to their God:

Alleluia!

They love to sing

To God their King

Alleluia!

But God from children's tongues

On earth receiveth praise;

We then our cheerful songs

In sweet accord will raise:

Alleluia!

We too will sing

To God our King

Alleluia!

O bless'd Lord, thy truth

To all thy flock impart,

And teach us in our youth

To know thee as thou art.

Alleluia!

Then shall we sing

To God our King

Alleluia!



O may thy holy word

Spread all the world around,

And all with one accord

Uplift the joyful sound:

Alleluia!

All then shall sing

To God their King

Alleluia!

Amen.

"
HRGC1892,above_the_clear_blue_sky,"The Hymnal, Revised and Enlarged, as adopted by the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1892",1894,,"1 Above the clear blue sky,

In heaven's bright abode,

The angel host on high

Sing praises to their God:

Alleluia!

They love to sing

To God their King

Alleluia!


2 But God from children's tongues

On earth receiveth praise;

We then our cheerful songs

In sweet accord will raise:

Alleluia!

We too will sing

To God our King

Alleluia!


3 O bless'd Lord, Thy truth

To all Thy flock impart,

And teach us in our youth

To know Thee as Thou art.

Alleluia!

Then shall we sing

To God our King

Alleluia!


 Oh, may thy holy Word

Spread all the world around!

And all with one accord

Uplift the joyful sound:

Alleluia!

All then shall sing

To God their King

Alleluia!


Amen."
SHEG,again_we_hail_the_opening_mor,Songs and Hymns of the Earliest Greek Christian Poets,1876,,"Again we hail the opening morn,

Again breaks forth the day new-born,

Which, rising in victorious might,

Chases away black-wandering night!

Again, my mind, in early songs

Praise Him to whom all praise belongs;

Who gave to morning dawn the light

Who gave the glittering stars to night,

Which to their Maker and their King

Around the world in chorus sing.

For o'er prolific matter, high,

Moves ether pure in fiery sky;

Where glides the moon in glorious trim,

Cutting the last encircling rim:


For to the eighth revolving stream

The star-borne courses brightly gleam.

But now beyond the starry poles

A counter sea of glory rolls,

Unbosomed; and with dance divine

Doth the Eternal Mind enshrine,

Which covered hath with hoary wings

The palace of the King of kings.

What is beyond none may relate,

Nor mind of man can penetrate:

Eternal severance restrains,

And happy silence ever reigns.

From Root, or Spring, or Fountain one

A threefold lighted Form hath shone:

For where the Father dwells above,

There dwelleth too His own heart's love,

His glorious Son, wisdom perf&#232;ct,

And of all worlds the Architect:

And in the Unity combined

The Spirit's holy Light hath shined.

One Root of Good, one Fount of Love,

Whence sprung the bliss supreme above:

And the bright holy lamps divine

In equal glory ever shine.

And thence in this fair world of ours,

With high-born intellectual powers,

A chorus now of deathless kings

The Triune glory ever sings.

And near the Fount of Love and Truth

Angelic band in changeless youth,

Guided by holy Wisdom's mind,

Immortal wreath of beauty find.

But some with dark averted eyes

Fall mindless from the lofty skies

Downward the gloomy depths among,

And bring the higher world along;

Down, down to Matter's utmost bound,

Where, settling in the depth profound,

Nature assigns them birth and place,

A God-like, though God-fallen race.


Hence giant heroes took their birth,

The mighty conquerors of earth;

And hence Breath sown o'er all the ground

Each varying type of life hath found.

But all things to Thy counsel hold,

Things past, or present, new or old:

Whate'er we have, whate'er we share,

Of all from Thee the sources are.

The Father and the Mother Thou,

Male, female, unto Thee we bow:

Or voice be heard, or all be still,

'Tis just as ordered by Thy will.

'And Thou or Nature Thyself art,

Or Nature is Thy counterpart:

And Thou art King; and ages all

Within Thine age unmeasured fall.

May I my song aright renew,

O Thou! the Root whence all things grew!

Hail! Thou, the world's Original;

Hail! Thou, the Spring, First Cause of all.

All numbers blending into one,

The Uncreated, God alone!

All hail, all hail, Thou One Divine!

All joy, all happiness be Thine!

Bend Thou, O bend propitious ear,

And this my hymn of praises bear,

Speed on true Wisdom's opening day,

Pour blessings down in rich array:

Yea, grace-distilling streams pour down,

That I may win contentment's crown

In life's sweet calm; the happy mean

Give me, riches and want between.

Off from my limbs diseases ward,

My soul from stormy passions guard:

Let no dark thoughts my steps attend:

My life from biting cares defend;

Lest, mind, borne down by earthly ill,

To soar should find nor time nor will.

But grant me with free wing to rise,

And join the chorus of the skies,

And there with Thine for ever sing

The glories of my God and King!


"
CBE,ah_jesus_the_merit,"Chorale Book for England, The",1863,Gender Neutral,"Ah Jesus, the merit

Of all that Thou hast borne

Maketh me inherit

The crown that hath no thorn!


Ah then, teach me duly

To worship at Thy crossv

Owning inly, truly,

The Love that bore our loss.


To sin, there, oh let me

From henceforth daily die;

Nor in death forget me,

Then grant me life on high.


"
HRGC1892,all_praise_to_him_who_built_the_hill,"The Hymnal, Revised and Enlarged, as adopted by the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1892",1894,,"1 All praise to Him Who built the hills;

All praise to Him the streams Who fills;

All praise to Him Who lights each star

That sparkles in the sky afar.


2 All praise to Him Who wakes the morn,

And bids it glow with beams new-born;

Who draws the shadows of the night,

Like curtains, o'er our wearied sight.


3 All praise to Him Whose love hath given,

In Christ His Son, the life of heaven;

Who gives us, for our darkness, light,

And turns to day our deepest night.


4 All praise to Him in love Who came,

To bear our woe, and sin, and shame;

Who lived to die, Who died to rise,

The all-prevailing the sacrifice.


5 All praise to Him Who sheds abroad

Within our hearts the love of God:

The Spirit of all truth and peace,

The fount of joy and holiness.


6 To Father, Son, and Spirit now

Our hands we lift, our knees we bow:

To Thee, blest Trinity, we raise

E'en here, in exile, songs of praise.


Amen."
BH2008,alleluia_alleluia_hearts_to_heaven_and_v,Baptist Hymnal 2008,2008,,"1 Alleluia! Alleluia! 

  Hearts to heaven and voices raise;

  Sing to God a hymn of gladness,

  Sing to God a hymn of praise.

  He who on the cross as Savior

  For the world's salvation bled,

  Jesus Christ, the King of Glory,

  Now is risen from the dead.


 Now the iron bars are broken,

  Christ from death to life is born;

  Glorious life, and life immortal,

  On this resurrection morn.

  Christ has triumphed, and we conquer

  By His mighty enterprise;

  We with Him to life eternal

  By His resurrection rise."
LSB2006,alleluia_alleluia_hearts_to_heaven_and_v,Lutheran Service Book,2006,"Gender Neutral,Non-Archaic","1 Alleluia, alleluia! 

Hearts to heav'n and voices raise; 

Sing to God a hymn of gladness, 

Sing to God a hymn of praise; 

He who on the cross a victim 

For the world's salvation bled-- 

Jesus Christ, the King of Glory, 

Now is risen from the dead. 


 [Protected by copyright]


 Alleluia, alleluia! 

Glory be to God on high; 

Alleluia to the Savior 

Who has gained the victory; 

Alleluia to the Spirit, 

Fount of love and sanctity! 

Alleluia, alleluia! 

to the triune Majesty. 


"
CH4,alleluia_alleluia_hearts_to_heaven_and_v,"Church Hymnary, Fourth Edition",2005,,"1 Alleluia! Alleluia!

hearts to heaven and voices raise;

sing to God a hymn of gladness,

sing to God a hymn of praise:

he who on the Cross a victim

for the world's salvation bled,

Jesus Christ the King of glory,

now is risen from the dead.


 Christ is risen, Christ the firstfruits

of the holy harvest field,

which will all its full abundance

at his second coming yield;

then the golden ears of harvest

will their heads before him wave,

ripened by his glorious sunshine,

from the furrows of the grave.


 Christ is risen, we are risen;

shed upon us heavenly grace,

rain, and dew, and gleams of glory

from the brightness of thy face;

so that we, with hearts in heaven,

here on earth may fruitful be,

and by angel hands be gathered,

and be ever, Lord, with thee.


 Alleluia! Alleluia!

Glory be to God on high;

Alleluia to the Saviour,

who has gained the victory;

Alleluia to the Spirit,

fount of love and sanctity;

Alleluia! Alleluia!

to the bless'd Trinity."
WAR2003,alleluia_alleluia_hearts_to_heaven_and_v,Worship and Rejoice,2001,Non-Archaic,"To view this media, please accept the license agreement:


Hope Publishing: one copy | In order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net.  By selecting "" I Agree ""; you are verifying that you reside in the U.S. or Canada and will only legally use this selection.

"
TH,alleluia_alleluia_hearts_to_heaven_and_v,Trinity Hymnal,1990,Non-Archaic,"1 Alleluia! Alleluia!

Hearts to heav'n and voices raise;

Sing to God a hymn of gladness,

Sing to God a hymn of praise:

He who on the cross a victim

For the world's salvation bled.

Jesus Christ, the King of Glory,

Now is risen from the dead.


 Christ is risen, Christ the firstfruits

Of the holy harvest field,

Which will all its full abundance

At his second coming yield:

Then the golden ears of harvest

Will their heads before him wave,

Ripened by his glorious sunshine

From the furrows of the grave.


 Alleluia! Alleluia! 

Glory be to God on high;

Alleluia to the Saviour,

Who has won the victory;

Alleluia to the Spirit, 

Fount of love and sanctity;

Alleluia! Alleluia!

To the Triune Majesty.

"
TWC,alleluia_alleluia_hearts_to_heaven_and_v,"Worshiping Church, The",1990,Non-Archaic,"1 Alleluia, alleluia! 

Hearts to heaven and voices raise: 

sing to God a hymn of gladness, 

sing to God a hymn of praise; 

he who on the cross a victim 

for the world's salvation bled, 

Jesus Christ, the King of glory, 

now is risen from the dead. 


 Alleluia, Christ is risen! 

Death at last has met defeat: 

see the ancient powers of evil 

in confusion and retreat:

once he died, and once was buried: 

now he lives forevermore,  

Jesus Christ the world's Redeemer, 

 whom we worship and adore. 


 Christ is risen, we are risen!

Set your hearts on things above:

there in all the Father's glory

lives and reigns our King of love;

hear the word of peace he brings us,

see his wounded hands and side;

now let every wrong be ended,

every sin be crucified. 


 Alleluia, alleluia! 

Glory be to God on high! 

Alleluia to the Savior 

who has gained the victory! 

Alleluia to the Spirit, 

fount of love and sanctity!

Alleluia, alleluia! 

to the Triune Majesty! 

"
PsH,alleluia_alleluia_hearts_to_heaven_and_v,Psalter Hymnal (Gray),1987,Non-Archaic,"1 Alleluia, alleluia! 

Hearts to heaven and voices raise. 

Sing to God a hymn of gladness, 

sing to God a hymn of praise. 

He who on the cross a victim 

for the world's salvation bled, 

Jesus Christ, the King of glory, 

now is risen from the dead. 


 Alleluia, Christ is risen! 

Death at last has met defeat. 

See the ancient powers of evil 

in confusion and retreat. 

Once he died and once was buried; 

now he lives forevermore  

Jesus Christ, the world's Redeemer, 

whom we worship and adore. 


 Christ is risen, Christ the firstfruits 

of the holy harvest field, 

which will all its full abundance 

at his second coming yield. 

Then the golden ears of harvest 

will their heads before him wave, 

ripened by his glorious sunshine 

from the furrows of the grave. 


4 Alleluia, alleluia! 

Glory be to God on high; 

alleluia! to the Savior, 

who has won the victory; 

alleluia! to the Spirit, 

fount of love and sanctity: 

alleluia, alleluia! 

to the triune Majesty. 

"
EH1982,alleluia_alleluia_hearts_to_heaven_and_v,Hymnal 1982: according to the use of the Episcopal Church,1985,,"1. Alleluia, Alleluia!

Hearts and voices heavenward raise: 

sing to God a hymn of gladness,

sing to God a hymn of praise.

He, who on the cross a victim,

for the world's salvation bled,

Jesus Christ, the King of Glory,

now is risen from the dead.


. Now the iron bars are broken,

Christ from death to life is born,

glorious life, and life immortal,

on his resurrection morn.

Christ has triumphed, and we conquer

by his mighty enterprise:

we with him to life eternal

by his resurrection rise.


. Christ is risen, Christ the first-fruits

of the holy harvest field,

which will all its full abundance

at his second coming yield;

then the golden ears of harvest

will their heads before him wave,

ripened by his glorious sunshine,

from the furrows of the grave.


4. Christ is risen, we are risen!

Shed upon us heavenly grace,

rain, and dew, and gleams of glory

from the brightness of thy face;

that, with hearts in heaven dwelling,

we on earth may fruitful be,

and by angel hands be gathered,

and be ever, Lord, with thee.


5. Alleluia, Alleluia!

Glory be to God on high;

Alleluia! to the Saviour,

who has won the victory;

Alleluia! to the Spirit,

fount of love and sanctity;

Alleluia, Alleluia!

to the Triune Majesty.

"
TH1961,alleluia_alleluia_hearts_to_heaven_and_v,Trinity Hymnal,1961,,"Alleluia! Alleluia!

Hearts to heav'n and voices raise;

Sing to God a hymn of gladness,

Sing to God a hymn of praise:

He who on the cross a victim

For the world's salvation bled.

Jesus Christ, the King of Glory,

Now is risen from the dead.

Christ is risen, Christ the firstfruits

Of the holy harvest field,

Which will all its full abundance

At his second coming yield:

Then the golden ears of harvest

Will their heads before him wave,

Ripened by his glorious sunshine

From the furrows of the grave.

Alleluia! Alleluia!

Glory be to God on high;

Alleluia to the Saviour,

Who has won the victory;

Alleluia to the Spirit,

Fount of love and sanctity;

Alleluia! Alleluia!

To the Triune Majesty."
NCH1929,alleluia_alleluia_hearts_to_heaven_and_v,The New Christian Hymnal,1929,"Gender Neutral,Non-Archaic","1. Alleluia!  Alleluia!

Hearts to heav'n and voices raise;

Sing to God a hymn of gladness,

Sing to God a hymn of praise:

He who on the cross a Victim

For the world's salvation bled,

Jesus Christ, the King of Glory,

Now is risen from the dead.


. Christ is risen, Christ the firstfruits

Of the holy harvest-field,

Which will all its full abundance

At His second coming yield:

Then the golden ears of harvest

Will their heads before Him wave,

Ripened by His glorious sunshine

From the furrows of the grave.


. Alleluia!  Alleluia!

Glory be to God on high;

To the Father, and the Savior

Who has gained the victory;

Glory to the Holy Spirit,

Fount of love and sanctity;

Alleluia!  Alleluia!

To the Triune Majesty."
EH1916,alleluia_alleluia_hearts_to_heaven_and_v,The Hymnal: as authorized and approved by the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1916,1916,,"Alleluia! Alleluia!

Hearts and voices heavenward raise:

Sing to God a hymn of gladness,

Sing to God a hymn of praise:

He, who on the cross a victim,

For the world's salvation bled,

Jesus Christ, the King of glory,

Now is risen from the dead.


Now the iron bars are broken,

Christ from death to life is born,

Glorious life, and life immortal,

On this holy Easter morn:

Christ has triumphed, and we conquer

By his mighty enterprise,

We with him to life eternal

By his resurrection rise.


476

Christ is risen, Christ, the first-fruits

Of the holy harvest-field,

Which will all its full abundance

At his second coming yield:

Then the golden ears of harvest

Will their heads before him wave,

Ripened by his glorious sunshine

From the furrows of the grave.


Christ is risen, we are risen!

Shed upon us heavenly grace,

Rain and dew and gleams of glory

From the brightness of thy face:

That, with hearts in heaven dwelling,

We on earth may fruitful be,

And by angel hands be gathered,

And be ever, Lord, with thee.


Alleluia! Alleluia!

Glory be to God on high;

Alleluia to the Savior

Who has won the victory;

Alleluia to the Spirit,

Fount of love and sanctity;

Alleluia! Alleluia!

To the Triune Majesty.


Amen.


"
HPEC1917,alleluia_alleluia_hearts_to_heaven_and_v,The Church Hymnal: revised and enlarged in accordance with the action of the General Convention of the Protestant Episcopal Church in the United States of America in the year of our Lord 1892. (Ed. B),1898,Gender Neutral,"1 Alleluia! Alleluia!

Hearts and voice heavenward raise:

Sing to God a hymn of gladness,

Sing to God a hymn of praise:

He, Who on the cross a victim,

For the world's salvation bled,

Jesus Christ, the King of glory,

Now is risen from the dead.


 Now the iron bars are broken,

Christ from death to life is born,

Glorious life, and life immortal,

On this holy Easter morn:

Christ has triumphed, and we conquer

By His mighty enterprise,

We with Him to life eternal

By His resurrection rise.


 Christ is risen, Christ the first-fruits

Of the holy harvest-field,

Which will all its full abundance

At His second coming yield:

Then the golden ears of harvest

Will their heads before Him wave,

Ripened by His glorious sunshine

From the furrows of the grave.


4 Christ is risen, we are risen!

Shed upon us heavenly grace,

Rain and dew and gleams of glory

From the brightness of Thy face:

That, with hearts in heaven dwelling,

We on earth may fruitful be,

And by angel-hands be gathered,

And be ever, Lord, with Thee.


5 Alleluia! Alleluia!

Glory be to God on high;

Alleluia to the Saviour

Who has won the victory;

Alleluia to the Spirit,

Fount of love and sanctity;

Alleluia! Alleluia!

To the Triune Majesty.


Amen.


"
